"Date Printed: Tuesday, August 20, 2024 8:01:25 AM",,,,,,,,,,,,,,,
"Title: ""Estimated HIV incidence | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alabama | Alaska | American Samoa | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Guam | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Northern Mariana Islands | Ohio | Oklahoma | Oregon | Palau | Pennsylvania | Puerto Rico | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | U.S. Virgin Islands | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | All transmission categories""""",,,,,,,,,,,,,,,
Footnote(s): Data for 2023 and 2024 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Numbers less than 12͵ and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,,,,,,,,
   Estimates with an RSE>50% are statistically unreliable and reported as data not available.,,,,,,,,,,,,,,,
   * Estimates with an RSE of 30%–50% should be used with caution because they meet a lower standard of reliability.,,,,,,,,,,,,,,,
   The 'Sex' column is used for either sex assigned at birth or gender identity.,,,,,,,,,,,,,,,
   NA - Not applicable.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Cases LCI,Cases UCI,RSE,Rate per 100000,Rate LCI,Rate UCI,Population
Estimated HIV incidence,2017,Florida,12,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"4,100","3,600","4,500",5.9,22.6,19.9,25.2,"17,969,258"
Estimated HIV incidence,2017,District of Columbia,11,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,220,110,330,25.1,36.6,18.6,54.7,"598,356"
Estimated HIV incidence,2017,Delaware,10,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,120,40,200,34.6*,14.5,4.6,24.4,"811,907"
Estimated HIV incidence,2017,Connecticut,9,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,230,130,320,22.2,7.3,4.1,10.6,"3,061,903"
Estimated HIV incidence,2017,Colorado,8,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,430,290,570,16.6,9.2,6.2,12.2,"4,712,379"
Estimated HIV incidence,2017,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"4,800","4,300","5,300",5.2,14.5,13,16,"32,823,118"
Estimated HIV incidence,2017,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,270,160,380,20.8,10.7,6.3,15.1,"2,496,702"
Estimated HIV incidence,2017,Arizona,4,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,820,590,"1,000",14.2,13.9,10.1,17.8,"5,874,541"
Estimated HIV incidence,2017,Alaska,2,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"604,084"
Estimated HIV incidence,2017,Alabama,1,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,640,470,800,13.5,15.5,11.4,19.6,"4,096,426"
Estimated HIV incidence,2018,Palau,70,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2018,U.S. Virgin Islands,78,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2018,Puerto Rico,72,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,380,220,540,21.7,13.6,7.8,19.3,"2,796,539"
Estimated HIV incidence,2018,Northern Mariana Islands,69,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2018,Guam,66,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2018,American Samoa,60,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2018,Wyoming,56,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"481,516"
Estimated HIV incidence,2018,Wisconsin,55,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,200,90,310,27.8,4.1,1.9,6.3,"4,904,036"
Estimated HIV incidence,2018,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,180,50,310,36.0*,11.8,3.4,20.1,"1,546,049"
Estimated HIV incidence,2018,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,550,340,750,18.8,8.6,5.5,11.8,"6,320,711"
Estimated HIV incidence,2018,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,840,600,"1,100",14.3,11.7,8.4,15,"7,167,630"
Estimated HIV incidence,2018,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"543,845"
Estimated HIV incidence,2018,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,150,50,240,32.5*,6,2.2,9.8,"2,483,961"
Estimated HIV incidence,2018,Texas,48,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"4,500","4,000","5,100",6,19.4,17.1,21.7,"23,306,802"
Estimated HIV incidence,2018,Tennessee,47,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,780,570,990,13.6,13.7,10,17.3,"5,695,810"
Estimated HIV incidence,2018,South Dakota,46,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"720,021"
Estimated HIV incidence,2018,South Carolina,45,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,700,480,910,16,16.2,11.1,21.3,"4,296,349"
Estimated HIV incidence,2018,Rhode Island,44,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,60,10,120,41.6*,7,1.3,12.7,"914,386"
Estimated HIV incidence,2018,Pennsylvania,42,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,100",800,"1,300",12.5,9.7,7.3,12.1,"10,925,277"
Estimated HIV incidence,2018,Oregon,41,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,210,80,330,30.4*,5.8,2.3,9.2,"3,560,147"
Estimated HIV incidence,2018,Oklahoma,40,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,340,200,480,21.1,10.4,6.1,14.7,"3,252,102"
Estimated HIV incidence,2018,Ohio,39,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,910,660,"1,100",13.7,9.2,6.7,11.7,"9,833,643"
Estimated HIV incidence,2018,North Dakota,38,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"626,062"
Estimated HIV incidence,2018,North Carolina,37,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,300","1,000","1,600",10.4,14.9,11.8,17.9,"8,749,905"
Estimated HIV incidence,2018,New York,36,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"2,000","1,600","2,400",9.3,12,9.8,14.2,"16,611,858"
Estimated HIV incidence,2018,New Mexico,35,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,190,90,280,25.5,10.6,5.3,15.9,"1,750,366"
Estimated HIV incidence,2018,New Jersey,34,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,900,620,"1,200",16.2,12,8.2,15.9,"7,504,732"
Estimated HIV incidence,2018,New Hampshire,33,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,176,933"
Estimated HIV incidence,2018,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,560,380,750,16.6,22.2,15,29.4,"2,533,278"
Estimated HIV incidence,2018,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,580,148"
Estimated HIV incidence,2018,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"896,324"
Estimated HIV incidence,2018,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,500,360,640,14.7,9.7,6.9,12.5,"5,137,181"
Estimated HIV incidence,2018,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,470,310,640,17.9,19,12.4,25.7,"2,476,924"
Estimated HIV incidence,2018,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,320,190,460,21.5,6.9,4,9.8,"4,670,477"
Estimated HIV incidence,2018,Michigan,26,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,610,430,800,15.3,7.2,5.1,9.4,"8,461,117"
Estimated HIV incidence,2018,Massachusetts,25,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,560,390,720,15.4,9.4,6.6,12.2,"5,924,329"
Estimated HIV incidence,2018,Maryland,24,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,790,560,"1,000",14.8,15.6,11,20.1,"5,077,794"
Estimated HIV incidence,2018,Maine,23,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,164,901"
Estimated HIV incidence,2018,Louisiana,22,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,910,680,"1,100",13.1,23.6,17.5,29.6,"3,867,088"
Estimated HIV incidence,2018,Kentucky,21,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,430,260,590,19.4,11.4,7.1,15.8,"3,740,612"
Estimated HIV incidence,2018,Kansas,20,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,120,20,220,40.6*,5.1,1,9.1,"2,404,598"
Estimated HIV incidence,2018,Iowa,19,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,120,40,200,35.8*,4.5,1.3,7.7,"2,624,935"
Estimated HIV incidence,2018,Indiana,18,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,550,370,730,16.9,9.8,6.6,13.1,"5,576,805"
Estimated HIV incidence,2018,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,300",970,"1,600",11.9,11.9,9.1,14.7,"10,697,686"
Estimated HIV incidence,2018,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,435,098"
Estimated HIV incidence,2018,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,197,989"
Estimated HIV incidence,2018,Georgia,13,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"2,400","2,000","2,900",9.3,28,22.9,33.1,"8,734,638"
Estimated HIV incidence,2018,Florida,12,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"3,900","3,300","4,400",6.9,21.2,18.3,24,"18,228,098"
Estimated HIV incidence,2018,District of Columbia,11,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,230,120,350,25.5,38.7,19.3,58,"603,557"
Estimated HIV incidence,2018,Delaware,10,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,100,10,180,45.3*,11.6,1.3,22,"820,741"
Estimated HIV incidence,2018,Connecticut,9,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,190,90,290,27.9,6.2,2.8,9.5,"3,066,097"
Estimated HIV incidence,2018,Colorado,8,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,390,240,550,20.2,8.2,5,11.4,"4,794,981"
Estimated HIV incidence,2018,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"4,800","4,200","5,300",5.9,14.5,12.8,16.2,"32,985,129"
Estimated HIV incidence,2018,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,240,110,360,26.3,9.4,4.6,14.3,"2,506,992"
Estimated HIV incidence,2018,Arizona,4,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,860,580,"1,100",16.3,14.3,9.7,18.9,"5,992,915"
Estimated HIV incidence,2018,Alaska,2,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"601,566"
Estimated HIV incidence,2018,Alabama,1,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,620,430,810,15.6,15.1,10.5,19.7,"4,110,461"
Estimated HIV incidence,2019,Palau,70,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2019,U.S. Virgin Islands,78,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2019,Puerto Rico,72,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,340,160,510,26.4,12,5.8,18.1,"2,811,456"
Estimated HIV incidence,2019,Northern Mariana Islands,69,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2019,Guam,66,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2019,American Samoa,60,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2019,Wyoming,56,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"484,289"
Estimated HIV incidence,2019,Wisconsin,55,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,230,100,370,29.6,4.7,2,7.5,"4,926,880"
Estimated HIV incidence,2019,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,260,80,440,35.7*,16.9,5.1,28.8,"1,539,410"
Estimated HIV incidence,2019,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,470,250,690,24,7.4,3.9,10.8,"6,407,007"
Estimated HIV incidence,2019,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,770,510,"1,000",17.2,10.6,7,14.2,"7,215,840"
Estimated HIV incidence,2019,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"544,186"
Estimated HIV incidence,2019,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,150,40,260,37.2*,5.8,1.6,10.1,"2,536,760"
Estimated HIV incidence,2019,Texas,48,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"4,500","3,900","5,200",6.9,19.2,16.6,21.8,"23,663,168"
Estimated HIV incidence,2019,Tennessee,47,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,830,590,"1,100",14.6,14.4,10.3,18.5,"5,748,728"
Estimated HIV incidence,2019,South Dakota,46,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"727,796"
Estimated HIV incidence,2019,South Carolina,45,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,630,390,870,19.3,14.5,9,20,"4,360,421"
Estimated HIV incidence,2019,Rhode Island,44,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,70,10,130,44.3*,7.8,1,14.5,"914,729"
Estimated HIV incidence,2019,Pennsylvania,42,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,890,630,"1,200",15.1,8.1,5.7,10.5,"10,926,551"
Estimated HIV incidence,2019,Oregon,41,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,220,70,360,35.0*,6,1.9,10.1,"3,597,502"
Estimated HIV incidence,2019,Oklahoma,40,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,430,260,600,20.4,13.1,7.8,18.3,"3,272,310"
Estimated HIV incidence,2019,Ohio,39,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,880,610,"1,200",15.7,8.9,6.2,11.7,"9,858,082"
Estimated HIV incidence,2019,North Dakota,38,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"628,810"
Estimated HIV incidence,2019,North Carolina,37,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,500","1,100","1,800",10.9,16.5,13,20,"8,861,496"
Estimated HIV incidence,2019,New York,36,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"2,000","1,600","2,400",10.6,11.8,9.4,14.3,"16,557,527"
Estimated HIV incidence,2019,New Mexico,35,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,180,80,290,29.5,10.3,4.3,16.3,"1,761,350"
Estimated HIV incidence,2019,New Jersey,34,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,000",700,"1,400",16.5,13.7,9.3,18.2,"7,511,106"
Estimated HIV incidence,2019,New Hampshire,33,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,184,113"
Estimated HIV incidence,2019,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,570,360,790,19.2,22,13.7,30.4,"2,590,525"
Estimated HIV incidence,2019,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,588,602"
Estimated HIV incidence,2019,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"905,520"
Estimated HIV incidence,2019,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,460,300,610,17.2,8.8,5.9,11.8,"5,156,303"
Estimated HIV incidence,2019,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,500,310,690,19.6,20.1,12.4,27.8,"2,479,498"
Estimated HIV incidence,2019,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,260,120,400,27,5.6,2.6,8.5,"4,704,092"
Estimated HIV incidence,2019,Michigan,26,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,570,360,770,18.4,6.7,4.3,9.1,"8,469,397"
Estimated HIV incidence,2019,Massachusetts,25,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,460,280,640,19.6,7.7,4.8,10.7,"5,941,888"
Estimated HIV incidence,2019,Maryland,24,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,700,460,950,17.9,13.8,9,18.7,"5,092,825"
Estimated HIV incidence,2019,Maine,23,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,171,155"
Estimated HIV incidence,2019,Louisiana,22,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,820,560,"1,100",16.4,21.3,14.4,28.2,"3,868,185"
Estimated HIV incidence,2019,Kentucky,21,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,350,170,530,26.2,9.4,4.6,14.2,"3,752,213"
Estimated HIV incidence,2019,Kansas,20,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,180,60,300,34.7*,7.3,2.3,12.3,"2,409,745"
Estimated HIV incidence,2019,Iowa,19,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,140,40,240,36.4*,5.2,1.5,8.9,"2,637,942"
Estimated HIV incidence,2019,Indiana,18,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,500,300,710,20.7,8.9,5.3,12.6,"5,611,676"
Estimated HIV incidence,2019,Illinois,17,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,200",820,"1,500",14.8,10.8,7.7,14,"10,671,639"
Estimated HIV incidence,2019,Idaho,16,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,471,081"
Estimated HIV incidence,2019,Hawaii,15,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,193,210"
Estimated HIV incidence,2019,Georgia,13,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"2,400","1,900","2,900",11.2,27.2,21.2,33.1,"8,850,817"
Estimated HIV incidence,2019,Florida,12,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"3,800","3,200","4,400",8.1,20.4,17.1,23.6,"18,463,032"
Estimated HIV incidence,2019,District of Columbia,11,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,200,70,320,31.8*,32.4,12.2,52.6,"606,484"
Estimated HIV incidence,2019,Delaware,10,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"830,589"
Estimated HIV incidence,2019,Connecticut,9,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,150,40,260,37.0*,5,1.4,8.6,"3,063,295"
Estimated HIV incidence,2019,Colorado,8,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,450,270,640,20.6,9.3,5.6,13.1,"4,864,999"
Estimated HIV incidence,2019,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"4,400","3,800","5,100",6.9,13.5,11.6,15.3,"33,070,892"
Estimated HIV incidence,2019,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,310,160,460,25.2,12.3,6.2,18.4,"2,518,616"
Estimated HIV incidence,2019,Arizona,4,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,790,470,"1,100",20.4,12.8,7.7,18,"6,121,860"
Estimated HIV incidence,2019,Alaska,2,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"600,561"
Estimated HIV incidence,2019,Alabama,1,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,560,350,770,18.9,13.6,8.6,18.7,"4,128,511"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Palau,70,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2020 (COVID-19 Pandemic),U.S. Virgin Islands,78,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2020 (COVID-19 Pandemic),Puerto Rico,72,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,280,80,470,36.0*,9.5,2.8,16.2,"2,907,623"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Northern Mariana Islands,69,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2020 (COVID-19 Pandemic),Guam,66,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2020 (COVID-19 Pandemic),American Samoa,60,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,NA
Estimated HIV incidence,2020 (COVID-19 Pandemic),Wyoming,56,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"484,128"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Wisconsin,55,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,350,150,540,29.4,6.9,2.9,10.9,"5,005,627"
Estimated HIV incidence,2020 (COVID-19 Pandemic),West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"1,539,875"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,430,180,690,30.2*,6.7,2.7,10.6,"6,521,704"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,720,440,"1,000",20.3,9.9,6,13.9,"7,299,572"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"562,056"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,150,20,280,42.7*,5.7,0.9,10.5,"2,621,306"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Texas,48,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"4,400","3,600","5,100",8.8,18.2,15.1,21.4,"23,973,173"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Tennessee,47,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,730,460,990,18.9,12.4,7.8,17,"5,845,489"
Estimated HIV incidence,2020 (COVID-19 Pandemic),South Dakota,46,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"731,272"
Estimated HIV incidence,2020 (COVID-19 Pandemic),South Carolina,45,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,690,410,980,21.1,16,9.3,22.6,"4,354,710"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Rhode Island,44,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"950,084"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Pennsylvania,42,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,870,560,"1,200",18.2,7.9,5,10.7,"11,113,529"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Oregon,41,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,250,50,450,41.7*,6.9,1.2,12.5,"3,636,545"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Oklahoma,40,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,430,230,640,24.1,13.1,6.9,19.3,"3,288,287"
Estimated HIV incidence,2020 (COVID-19 Pandemic),Ohio,39,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,790,490,"1,100",19.6,7.9,4.9,11,"9,963,450"
Estimated HIV incidence,2020 (COVID-19 Pandemic),North Dakota,38,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,Data not available,NA,NA,NA,Data not available,NA,NA,"643,552"
Estimated HIV incidence,2020 (COVID-19 Pandemic),North Carolina,37,Ages 13 years and older,All races/ethnicities,Both sexes,All transmission categories,"1,300",920,"1,600",14,14.3,10.4,18.3,"8,844,979"
